kinders	NOUN
leef	VERB
hierdie	DET
aanbidding	NOUN
elke	DET
dag	NOUN
van	ADP
hul	DET
lewens	NOUN
.	PUNCT

Hy	PRON
kan	AUX
met	ADP
gesag	NOUN
praat	VERB
oor	ADP
hoe	ADV
om	SCONJ
dit	PRON
te	PART
hanteer	VERB
.	PUNCT

Hy	PRON
het	AUX
as	PART
te	PART
ware	ADV
sy	DET
tou	NOUN
ietwat	ADV
laat	VERB
skiet	ADV
.	PUNCT

So	INTJ
as	SCONJ
jy	PRON
swakhede	NOUN
het	VERB
moet	AUX
dit	PRON
nie	PART
wys	VERB
nie	PART
.	PUNCT

Laat	VERB
weet	VERB
maar	ADV
asseblief	INTJ
wanneer	SCONJ
jy	PRON
weer	ADV
Durban	PROPN
toe	ADP
kom	VERB
.	PUNCT

Ek	PRON
hoop	VERB
en	CCONJ
vertrou	VERB
dat	SCONJ
bostaande	ADJ
inligting	NOUN
u	DET
navraag	NOUN
beantwoord	VERB
.	PUNCT

God	PROPN
het	AUX
weer	ADV
na	ADP
Sion	PROPN
teruggekeer	VERB
,	PUNCT
die	DET
bewys	NOUN
is	AUX
sinds	ADV
daar	ADV
.	PUNCT

Ek	PRON
weet	VERB
presies	ADV
waarvan	SCONJ
jy	PRON
praat	VERB
.	PUNCT

Telkens	ADV
moet	AUX
hy	PRON
ook	ADV
die	DET
gevolge	NOUN
van	ADP
sy	DET
dade	NOUN
dra	VERB
.	PUNCT

Die	DET
gesamentlike	ADJ
blyplek	NOUN
was	AUX
eers	ADV
'n	DET
skuur	NOUN
.	PUNCT

Word	AUX
in	ADP
samewerking	NOUN
met	ADP
die	DET
Teologiese	ADJ
Kollege	NOUN
aangebied	VERB
.	PUNCT

Alles	PRON
het	AUX
droewig	ADV
in	ADP
die	DET
muwwerige	ADJ
vertrekkie	NOUN
gelyk	VERB
.	PUNCT

Oor	ADP
liefdesverhale	NOUN
laat	VERB
ek	PRON
my	PRON
egter	ADV
graag	ADV
en	CCONJ
met	ADP
passie	NOUN
uit	ADV
.	PUNCT

Meng	VERB
gelyke	ADJ
dele	NOUN
olyfolie	NOUN
en	CCONJ
heuning	NOUN
saam	ADV
.	PUNCT

Die	DET
ander	DET
drie	NUM
was	AUX
natuurlik	ADV
Hosea	PROPN
en	CCONJ
Jesaja	PROPN
en	CCONJ
Miga	PROPN
.	PUNCT

So	ADV
klein	ADJ
soos	ADP
my	DET
rekenaarskerm	NOUN
sou	AUX
ek	PRON
seker	ADV
kon	AUX
sê	VERB
.	PUNCT

Meublement	PROPN
bevestig	VERB
stilswyend	ADV
hul	DET
roeping	NOUN
.	PUNCT

Strooi	VERB
die	DET
res	NOUN
van	ADP
die	DET
sjokolade	ADJ
stukkies	NOUN
bo	ADV
oor	ADV
.	PUNCT

Historiese	ADJ
en	CCONJ
sistematiese	ADJ
inleiding	NOUN
in	ADP
die	DET
meta	ADJ
etiek	NOUN
.	PUNCT

Vel	NOUN
wat	SCONJ
aan	ADP
bloed	NOUN
blootgestel	ADJ
raak	VERB
moet	AUX
dadelik	ADV
skoongemaak	VERB
word	AUX
.	PUNCT

Nee	INTJ
ek	PRON
praat	VERB
hier	ADV
van	ADP
een	NUM
vrou	NOUN
en	CCONJ
twee	NUM
mans	NOUN
.	PUNCT

Onderhou	VERB
dan	ADV
die	DET
sabbat	NOUN
,	PUNCT
want	CCONJ
dit	PRON
moet	AUX
vir	ADP
julle	PRON
heilig	ADJ
wees	AUX
.	PUNCT

Rasionaliteit	NOUN
word	AUX
oorweldig	VERB
deur	ADP
emosionele	ADJ
identiteit	NOUN
en	CCONJ
konformiteit	NOUN
.	PUNCT

Erasmus	NOUN
stel	VERB
voor	ADV
dat	SCONJ
daar	ADV
na	ADP
elke	DET
vergadering	NOUN
waarnemings	NOUN
gedoen	VERB
word	AUX
.	PUNCT

Jy	PRON
moet	AUX
goed	ADV
verstaan	VERB
wat	PRON
leuens	NOUN
is	AUX
,	PUNCT
naamlik	ADV
enige	DET
doelbewuste	ADJ
misleiding	NOUN
.	PUNCT

Plooie	NOUN
laat	VERB
hom	PRON
ouer	ADV
voorkom	VERB
as	SCONJ
wat	PRON
sy	DET
gespierde	ADJ
arms	NOUN
verraai	VERB
.	PUNCT

En	CCONJ
ons	PRON
deel	VERB
in	ADP
stukkies	NOUN
menswees	NOUN
se	PART
vreugdes	NOUN
en	CCONJ
verdriet	NOUN
.	PUNCT

Die	DET
een	NUM
kom	VERB
van	ADP
die	DET
duiwel	NOUN
,	PUNCT
die	DET
ander	DET
van	ADP
Bo	ADV
.	PUNCT

Daarom	ADV
word	AUX
gewaarsku	VERB
teen	ADP
oorhaastigheid	NOUN
misbruik	NOUN
van	ADP
alkoholiese	ADJ
drankies	NOUN
,	PUNCT
postuurgroepsdruk	NOUN
,	PUNCT
ensovoorts	ADV
.	PUNCT

Gaan	VERB
sit	VERB
nou	ADV
en	CCONJ
skryf	VERB
alles	PRON
neer	ADV
.	PUNCT

Prooi	NOUN
word	AUX
gewurg	VERB
voor	SCONJ
dit	PRON
kop	NOUN
eerste	ADP
ingesluk	VERB
word	AUX
.	PUNCT

Skaapwagters	NOUN
het	AUX
in	ADP
daardie	DET
tyd	NOUN
die	DET
sosiale	ADJ
status	NOUN
gehad	VERB
van	ADP
slootgrawers	NOUN
.	PUNCT

David	PROPN
Kramer	PROPN
sê	VERB
die	DET
nostalgie	NOUN
moet	AUX
deur	ADP
die	DET
outentieke	NOUN
vervang	VERB
word	AUX
.	PUNCT

Daar	ADV
is	AUX
hope	ADJ
blyplek	NOUN
in	ADP
daardie	DET
geweste	NOUN
.	PUNCT

Ook	ADV
hiervan	ADV
moet	AUX
jy	PRON
verskeie	DET
afskrifte	NOUN
maak	VERB
.	PUNCT

Die	DET
sneeu	NOUN
het	AUX
hierdie	DET
jaar	NOUN
vroeg	ADV
gekom	VERB
.	PUNCT

Ek	PRON
het	AUX
nooit	ADV
'n	DET
enkele	ADJ
oomblik	NOUN
daaraan	ADV
getwyfel	VERB
nie	PART
.	PUNCT

Die	DET
jongste	ADJ
kopië	NOUN
word	AUX
gewaarborg	VERB
vir	ADP
twee	NUM
jaar	NOUN
onbeperkte	ADJ
afstand	NOUN
.	PUNCT

Maar	CCONJ
is	AUX
dit	PRON
hoegenaamd	ADV
moontlik	ADJ
?	PUNCT

Ek	PRON
wil	AUX
u	PRON
graag	ADV
gelukwens	VERB
met	ADP
'n	DET
pragtige	ADJ
tydskrif	NOUN
.	PUNCT

Neem	VERB
vinnig	ADV
'n	DET
toetsfoto	NOUN
voordat	SCONJ
jy	PRON
'n	DET
belangrike	ADJ
foto	NOUN
neem	VERB
.	PUNCT

Gesonde	ADJ
sosiale	ADJ
verkeer	NOUN
word	AUX
bewerkstellig	VERB
met	ADP
vasgestelde	ADJ
kuiertye	NOUN
.	PUNCT

Roer	VERB
eiergeelmengsel	NOUN
by	ADP
melkmengsel	NOUN
in	ADV
en	CCONJ
meng	VERB
goed	ADV
.	PUNCT

Onthou	VERB
,	PUNCT
elke	DET
wens	NOUN
word	AUX
uitgespreek	VERB
as	ADP
'n	DET
positiewe	ADJ
doelstelling	NOUN
.	PUNCT

Op	ADP
dieselfde	DET
plek	NOUN
sien	VERB
ons	PRON
die	DET
wrak	NOUN
van	ADP
'n	DET
Toyota	PROPN
Condor	PROPN
.	PUNCT

Die	DET
familie	NOUN
het	AUX
hierna	ADV
oor	ADP
Wes	PROPN
Duitsland	PROPN
versprei	VERB
.	PUNCT

In	ADP
die	DET
groen	ADJ
brosjure	NOUN
is	AUX
die	DET
vorm	NOUN
op	ADP
bladsy	NOUN
.	PUNCT

Oortuig	VERB
hierdie	DET
absoluut	ADV
rasionele	ADJ
suiwer	ADV
empiries	ADV
gefundeerde	ADJ
argument	NOUN
jou	PRON
nie	PART
?	PUNCT

Alle	DET
afbrekende	ADJ
kragte	NOUN
sal	AUX
eendag	ADV
uit	ADP
die	DET
skepping	NOUN
verdwene	ADV
wees	AUX
.	PUNCT

Die	DET
groep	NOUN
het	AUX
aansienlike	ADJ
insetkoste	NOUN
wat	SCONJ
in	ADP
buitelandse	ADJ
valuta	NOUN
aangegaan	VERB
word	AUX
.	PUNCT

Kry	VERB
iets	PRON
om	SCONJ
die	DET
gebrande	ADJ
vuurhoutjies	NOUN
in	ADV
te	PART
gooi	VERB
.	PUNCT

Ek	PRON
het	AUX
my	DET
eerste	ADJ
verhaal	NOUN
begin	VERB
op	ADP
jarige	ADJ
ouderdom	NOUN
.	PUNCT

Ontspan	VERB
senuweestelsel	NOUN
wat	SCONJ
hoofpyne	NOUN
meebring	VERB
.	PUNCT

Raak	VERB
betrokke	ADJ
in	ADP
entrepreneursaktiwiteite	NOUN
.	PUNCT

Dit	PRON
is	AUX
onmoontlik	ADJ
om	SCONJ
met	ADP
selfvoldaanheid	NOUN
hieraan	ADV
te	PART
dink	VERB
.	PUNCT

Waar	ADV
het	AUX
die	DET
destruktiewe	ADJ
kringloop	NOUN
van	ADP
gebeurtenisse	NOUN
eintlik	ADV
begin	VERB
?	PUNCT

Opvoeders	NOUN
mag	AUX
nie	PART
seksuele	ADJ
verhoudings	NOUN
met	ADP
leerders	NOUN
hê	VERB
nie	PART
.	PUNCT

Baie	DET
dankie	NOUN
aan	ADP
die	DET
mees	ADV
gedisiplineerde	ADJ
ryers	NOUN
van	ADP
die	DET
klub	NOUN
.	PUNCT

Juis	ADV
daarom	ADV
is	AUX
die	DET
potensiaal	NOUN
vir	ADP
revolusie	NOUN
tans	ADV
groter	ADJ
as	SCONJ
ooit	ADV
.	PUNCT

Regverdige	ADJ
administrasie	NOUN
aksies	NOUN
deur	ADP
die	DET
regering	NOUN
moet	AUX
billik	ADJ
wees	AUX
.	PUNCT

Dis	AUX
hoe	SCONJ
jy	PRON
altyd	ADV
onthou	VERB
sal	AUX
word	AUX
.	PUNCT

Dit	PRON
moet	AUX
'n	DET
idee	NOUN
eie	ADJ
aan	ADP
jouself	PRON
wees	AUX
.	PUNCT

Dis	AUX
nou	ADV
jou	DET
werk	NOUN
wat	SCONJ
ek	PRON
jou	PRON
gee	VERB
om	SCONJ
te	PART
doen	VERB
.	PUNCT

Dit	PRON
was	AUX
koppie	NOUN
op	ADP
koppie	NOUN
af	ADP
net	ADV
soos	SCONJ
die	DET
padwysers	NOUN
aandui	VERB
.	PUNCT

Daarom	ADV
kom	VERB
verbind	VERB
Hy	PRON
sy	DET
ewige	ADJ
trou	NOUN
aan	ADP
ons	DET
nietigheid	NOUN
.	PUNCT

Pryse	NOUN
is	AUX
onderhewig	ADJ
aan	ADP
'n	DET
amptelike	ADJ
kwotasie	NOUN
.	PUNCT

Dit	PRON
is	AUX
hulle	PRON
wat	SCONJ
die	DET
Seun	NOUN
aanskou	VERB
en	CCONJ
in	ADP
Hom	PRON
glo	VERB
.	PUNCT

Om	SCONJ
hulle	PRON
Mugabeagtig	ADJ
te	PART
noem	VERB
is	AUX
dus	ADV
nie	PART
vergesog	ADJ
nie	PART
.	PUNCT

Die	DET
koshuis	NOUN
is	AUX
lekker	ADJ
,	PUNCT
ek	PRON
geniet	VERB
dit	PRON
baie	ADV
.	PUNCT

Dus	ADV
as	SCONJ
iets	PRON
vir	ADP
jou	PRON
waar	ADJ
is	AUX
dan	ADV
is	AUX
dit	PRON
waar	ADJ
.	PUNCT

Hierdie	DET
kaart	NOUN
word	AUX
deur	ADP
u	PRON
en	CCONJ
die	DET
ouderling	NOUN
geteken	VERB
.	PUNCT

Ons	PRON
kan	AUX
ons	DET
lewens	NOUN
ook	ADV
met	ADP
drie	NUM
stoele	NOUN
vergelyk	VERB
.	PUNCT

Henkie	PROPN
het	AUX
teruggekruip	VERB
dieper	ADV
tussen	ADP
die	DET
blou	ADJ
en	CCONJ
pienk	ADJ
rose	NOUN
in	ADP
.	PUNCT

Meestal	ADV
het	AUX
hy	PRON
hulle	PRON
heuning	NOUN
om	ADP
die	DET
mond	NOUN
gesmeer	VERB
.	PUNCT

Stadig	ADV
kom	VERB
gisternag	NOUN
se	PART
gebeurtenisse	NOUN
terug	ADV
.	PUNCT

Sien	VERB
hy	PRON
uit	ADV
daarna	ADV
om	SCONJ
sy	DET
land	NOUN
te	PART
help	VERB
opbou	VERB
?	PUNCT

Kyk	VERB
net	ADV
na	ADP
die	DET
kompleksiteit	NOUN
van	ADP
die	DET
oog	NOUN
.	PUNCT

Ek	PRON
verafsku	VERB
korrupsie	NOUN
en	CCONJ
swak	ADJ
administrasie	NOUN
.	PUNCT

Staanposisie	NOUN
sonder	ADP
eksterne	ADJ
ondersteuning	NOUN
.	PUNCT

Hy	PRON
doen	VERB
dit	PRON
toe	ADV
maar	ADV
nog	ADV
so	ADV
'n	DET
keer	NOUN
of	CCONJ
wat	PRON
.	PUNCT

Maar	CCONJ
dis	AUX
dan	ADV
nie	PART
eintlik	ADV
so	ADV
uitsonderlik	ADJ
nie	PART
.	PUNCT

En	CCONJ
dan	ADV
jaag	VERB
jy	PRON
nog	ADV
gereeld	ADV
in	ADP
obstruksies	NOUN
vas	ADV
.	PUNCT

Hendrik	PROPN
Potgieter	PROPN
het	AUX
hom	PRON
daarna	ADV
verjaag	VERB
na	ADP
Zimbabwe	PROPN
.	PUNCT

Jode	ADJ
bid	VERB
nie	PART
meer	ADV
vir	ADP
die	DET
nageslag	NOUN
van	ADP
Abraham	PROPN
nie	PART
.	PUNCT

Dan	ADV
is	AUX
u	PRON
geskik	ADJ
om	SCONJ
die	DET
vaste	ADJ
spyse	NOUN
te	PART
geniet	VERB
.	PUNCT

Die	DET
besnydenis	NOUN
was	AUX
egter	ADV
'n	DET
struikelblok	NOUN
tot	ADP
'n	DET
volkome	ADJ
verjoodsing	NOUN
.	PUNCT

Ek	PRON
was	AUX
tevrede	ADJ
by	ADP
Oupa	PROPN
en	CCONJ
ook	ADV
doodgelukkig	ADJ
.	PUNCT

Een	NUM
kunsmatige	ADJ
asemteug	NOUN
elke	DET
drie	NUM
sekondes	NOUN
.	PUNCT

Deel	VERB
met	ADP
ander	DET
u	DET
lewenswysheid	NOUN
wat	SCONJ
met	ADP
u	DET
jare	NOUN
gekom	VERB
het	AUX
.	PUNCT

So	ADV
het	AUX
God	PROPN
se	PART
volk	NOUN
Israel	PROPN
ook	ADV
die	DET
ryke	NOUN
ervaar	VERB
.	PUNCT

Ook	ADV
hierdie	DET
besluit	NOUN
raak	VERB
jouself	PRON
.	PUNCT

Ek	PRON
is	AUX
die	DET
enigste	ADJ
kind	NOUN
,	PUNCT
maar	CCONJ
is	AUX
streng	ADV
en	CCONJ
konserwatief	ADV
grootgemaak	VERB
.	PUNCT

Hy	PRON
sal	AUX
gou	ADV
tuis	ADJ
wees	AUX
en	CCONJ
met	ADP
sy	DET
juffrou	NOUN
identifiseer	VERB
.	PUNCT

Ja	INTJ
,	PUNCT
u	PRON
kan	AUX
u	DET
kind	NOUN
by	ADP
enige	DET
openbare	ADJ
skool	NOUN
registreer	VERB
.	PUNCT

Dit	PRON
beklee	VERB
'n	DET
vertrouensposisie	NOUN
met	ADP
betrekking	NOUN
tot	ADP
die	DET
skool	NOUN
.	PUNCT

Later	ADV
kry	VERB
ek	PRON
'n	DET
geleentheid	NOUN
om	SCONJ
Kaap	PROPN
toe	ADP
te	PART
kom	VERB
.	PUNCT

Hulle	PRON
rig	VERB
selde	ADV
skade	NOUN
onder	ADP
pluimvee	NOUN
en	CCONJ
kleinvee	NOUN
aan	ADV
.	PUNCT

Ek	PRON
het	AUX
hier	ADV
van	ADP
Touwsrivier	PROPN
af	ADP
al	ADV
in	ADP
die	DET
reën	NOUN
gery	VERB
.	PUNCT

So	ADV
werk	VERB
dit	PRON
baie	DET
keer	NOUN
in	ADP
die	DET
lewe	NOUN
.	PUNCT

Verder	ADJ
noord	NOUN
kom	VERB
hulle	PRON
in	ADP
Zimbabwe	PROPN
in	ADP
die	DET
oostelike	ADJ
hoogland	NOUN
voor	ADV
.	PUNCT

Eenuur	NOUN
sit	VERB
ons	PRON
bo	ADP
op	ADP
die	DET
berg	NOUN
aan	ADV
vir	ADP
middagete	NOUN
.	PUNCT

Watter	DET
verontwaardiging	NOUN
sou	AUX
daar	ADV
in	ADP
ons	PRON
binneste	ADJ
gewees	AUX
het	AUX
.	PUNCT

Jesus	PROPN
en	CCONJ
sy	DET
dissipels	NOUN
was	AUX
op	ADP
pad	NOUN
vanaf	ADP
Betani	PROPN
na	ADP
Jerusalem	PROPN
.	PUNCT

Hy	PRON
maak	VERB
sy	DET
oë	NOUN
stadig	ADV
oop	ADV
en	CCONJ
kyk	VERB
op	ADP
sy	DET
horlosie	NOUN
.	PUNCT

Per	ADP
definisie	NOUN
verhef	VERB
die	DET
opstanding	NOUN
Jesus	PROPN
bo	ADP
die	DET
menslike	NOUN
uit	ADV
.	PUNCT

Die	DET
koetshuis	NOUN
sal	AUX
ook	ADV
as	ADP
uitstallokaal	NOUN
benut	VERB
word	AUX
.	PUNCT

Geen	DET
persoon	NOUN
mag	AUX
gelyktydig	ADV
by	ADP
twee	NUM
Unies	NOUN
geregistreer	VERB
wees	AUX
nie	PART
.	PUNCT

Uitroepe	NOUN
is	AUX
kort	ADJ
en	CCONJ
dui	VERB
op	ADP
kontak	NOUN
of	CCONJ
gevaar	NOUN
.	PUNCT

Die	DET
bruin	ADJ
sanderige	ADJ
grond	NOUN
van	ADP
my	DET
voete	NOUN
afskud	VERB
.	PUNCT

Sy	DET
pa	NOUN
het	AUX
vleis	NOUN
gebraai	VERB
en	CCONJ
sy	DET
ma	NOUN
het	AUX
vetkoek	NOUN
gebak	VERB
.	PUNCT

In	ADP
Februarie	PROPN
is	AUX
die	DET
stoeiprogram	NOUN
weer	ADV
voortgesit	VERB
.	PUNCT

Hierdie	DET
webtuiste	NOUN
is	AUX
tydelik	ADV
onder	ADP
konstruksie	NOUN
.	PUNCT

Gee	VERB
aan	ADP
een	NUM
jongmens	NOUN
'n	DET
boksie	NOUN
vuurhoutjies	NOUN
.	PUNCT

Indien	SCONJ
jy	PRON
egter	ADV
wil	AUX
bydraes	NOUN
lewer	VERB
,	PUNCT
dan	ADV
moet	AUX
jy	PRON
geregistreer	VERB
wees	AUX
.	PUNCT

Ek	PRON
wonder	VERB
wat	SCONJ
jy	PRON
vanaand	ADV
geëet	VERB
het	AUX
?	PUNCT

Hiervoor	ADV
word	AUX
twee	NUM
uur	NOUN
per	ADP
week	NOUN
opsy	ADV
gesit	VERB
.	PUNCT

En	CCONJ
die	DET
storie	NOUN
begin	VERB
toe	SCONJ
sy	PRON
so	ADV
jaar	NOUN
oud	ADJ
was	AUX
.	PUNCT

Hy	PRON
moet	AUX
die	DET
kind	NOUN
alles	PRON
leer	VERB
wat	SCONJ
hy	PRON
geleer	VERB
het	AUX

As	SCONJ
jy	PRON
eers	ADV
uit	ADP
die	DET
nes	NOUN
is	AUX
,	PUNCT
is	AUX
dit	PRON
verby	ADJ
.	PUNCT

Universiteite	NOUN
het	AUX
slegs	ADV
een	NUM
verteenwoordiger	NOUN
in	ADP
elk	DET
van	ADP
hierdie	DET
liggame	NOUN
.	PUNCT

Die	DET
Here	NOUN
wys	VERB
hierdie	DET
gejammer	NOUN
van	ADP
Josua	PROPN
af	ADV
.	PUNCT

Dit	PRON
is	AUX
hieroor	ADV
waaroor	SCONJ
die	DET
volgende	ADJ
twee	NUM
eredienste	NOUN
gaan	VERB
.	PUNCT

Rousseau	PROPN
skryf	VERB
oortuigend	ADV
oor	ADP
die	DET
spanninge	NOUN
in	ADP
hierdie	DET
verhouding	NOUN
.	PUNCT

Jarret	PROPN
genader	VERB
het	AUX
vir	ADP
'n	DET
besoek	NOUN
aan	ADP
die	DET
Boyden	PROPN
Sterrewag	NOUN
.	PUNCT

Universiteite	NOUN
is	AUX
nie	PART
bedoel	VERB
vir	ADP
die	DET
massas	NOUN
nie	PART
.	PUNCT

Dit	PRON
sluit	VERB
in	ADV
swart	ADJ
teologie	NOUN
,	PUNCT
bevrydingsteologie	NOUN
en	CCONJ
teologie	NOUN
van	ADP
die	DET
revolusie	NOUN
.	PUNCT

Ek	PRON
wou	AUX
toe	ADV
eintlik	ADV
iets	PRON
geskryf	VERB
het	AUX
oor	ADP
voedselgewoontes	NOUN
.	PUNCT

Daarom	ADV
was	AUX
die	DET
oplossing	NOUN
vir	ADP
hom	PRON
eintlik	ADV
so	ADV
eenvoudig	ADJ
.	PUNCT

Die	DET
ondersoek	NOUN
sal	AUX
na	ADP
verwagting	NOUN
einde	ADV
vandeesmaand	ADV
afgehandel	VERB
wees	AUX
.	PUNCT

Die	DET
reuk	NOUN
het	AUX
ingetrek	VERB
en	CCONJ
sy	DET
lê	NOUN
gekry	VERB
.	PUNCT

Die	DET
komitee	NOUN
kan	AUX
sekere	ADJ
verantwoordelikheid	NOUN
aan	ADP
ander	DET
delegeer	VERB
.	PUNCT

Stadig	ADV
draai	VERB
hy	PRON
om	ADV
en	CCONJ
groet	VERB
my	PRON
ook	ADV
.	PUNCT

Vir	ADP
die	DET
eerste	ADJ
keer	NOUN
het	AUX
Jakob	PROPN
deur	ADP
Ruben	PROPN
pa	NOUN
kon	AUX
wees	AUX
.	PUNCT

Daar	ADV
is	AUX
spreekwoordelike	ADJ
borste	NOUN
gewys	VERB
en	CCONJ
harte	NOUN
gebreek	VERB
.	PUNCT

Die	DET
gedagtegang	NOUN
eindig	VERB
dan	ADV
ongelukkig	ADV
nie	PART
hier	ADV
nie	PART
.	PUNCT

As	SCONJ
'n	DET
man	NOUN
nie	PART
sy	DET
kant	NOUN
bring	VERB
nie	PART
moet	AUX
hy	PRON
uit	ADV
.	PUNCT

Dis	AUX
die	DET
plek	NOUN
waar	SCONJ
hulle	PRON
die	DET
monument	NOUN
gebou	VERB
het	AUX
.	PUNCT

Massa	NOUN
uitgedruk	VERB
in	ADP
terme	NOUN
van	ADP
'n	DET
verspreidingskaal	NOUN
van	ADP
tot	ADP
volgens	ADP
ouderdom	NOUN
.	PUNCT

Families	NOUN
kon	AUX
immers	ADV
groei	VERB
om	SCONJ
nasies	NOUN
van	ADP
mense	NOUN
te	PART
wees	AUX
.	PUNCT

Dit	PRON
word	AUX
'n	DET
afspraak	NOUN
soos	ADP
wat	SCONJ
'n	DET
vergadering	NOUN
een	NUM
is	AUX
.	PUNCT

Die	DET
kruin	NOUN
het	AUX
bietjie	ADV
bietjie	ADV
nader	ADV
gekruip	VERB
met	ADP
elke	DET
klimslag	NOUN
.	PUNCT

Kom	AUX
lees	VERB
bietjie	ADV
oor	ADP
wat	SCONJ
ons	PRON
glo	VERB
en	CCONJ
waarom	ADV
.	PUNCT

Die	DET
rinkhals	NOUN
en	CCONJ
spoegkobras	NOUN
het	AUX
spesiaal	ADV
aangepasde	ADJ
gifapparaat	NOUN
.	PUNCT

Definieer	VERB
en	CCONJ
bereken	VERB
maatstawwe	NOUN
van	ADP
posisie	NOUN
en	CCONJ
spreiding	NOUN
.	PUNCT

Reël	VERB
vooraf	ADV
met	ADP
die	DET
skole	NOUN
klubs	NOUN
en	CCONJ
kerke	NOUN
'n	DET
verskeidenheid	NOUN
vakansieprogramme	NOUN
.	PUNCT

Gebruik	VERB
liewer	ADV
ander	DET
toestelle	NOUN
van	ADP
egte	ADJ
Afrika	PROPN
oorsprong	NOUN
daarvoor	ADV
.	PUNCT

Die	DET
Bybelverhale	NOUN
waarmee	SCONJ
Kupido	NOUN
heropgevoed	VERB
word	AUX
,	PUNCT
word	AUX
sy	DET
nuwe	ADJ
godsdiens	NOUN
.	PUNCT

Dit	PRON
is	AUX
die	DET
ekwivalent	NOUN
van	ADP
die	DET
leeu	NOUN
op	ADP
die	DET
grond	NOUN
.	PUNCT

Die	DET
opdatering	NOUN
van	ADP
hierdie	DET
produk	NOUN
is	AUX
ook	ADV
gratis	ADJ
.	PUNCT

In	ADP
totaal	NOUN
het	AUX
hulle	PRON
vyf	NUM
kinders	NOUN
en	CCONJ
een	NUM
kleinkind	NOUN
.	PUNCT

Ek	PRON
verneem	VERB
ook	ADV
verder	ADV
dat	SCONJ
Zuma	PROPN
uit	ADP
alle	DET
poste	NOUN
bedank	VERB
het	AUX
.	PUNCT

Die	DET
rustige	ADJ
asemhaling	NOUN
stel	VERB
haar	PRON
gerus	ADV
.	PUNCT

Dit	PRON
is	AUX
duidelik	ADJ
dat	SCONJ
goedkoop	ADJ
invoer	NOUN
binnelandse	ADJ
produksie	NOUN
wurg	VERB
.	PUNCT

Hugo	PROPN
val	VERB
bykans	ADV
oor	ADP
sy	DET
voete	NOUN
soos	ADP
wat	SCONJ
hy	PRON
Komrij	PROPN
prys	VERB
.	PUNCT

Want	CCONJ
haar	DET
ervaring	NOUN
,	PUNCT
haar	DET
toewyding	NOUN
aan	ADP
Jesus	PROPN
hou	VERB
niks	PRON
terug	ADV
nie	PART
.	PUNCT

Aanvaar	VERB
aanbiedinge	NOUN
om	SCONJ
na	ADP
jou	DET
baba	NOUN
om	ADV
te	PART
sien	VERB
.	PUNCT

Die	DET
adres	NOUN
en	CCONJ
telefoonnommer	NOUN
is	AUX
agter	ADP
in	ADP
hierdie	DET
boekie	NOUN
.	PUNCT

In	ADP
elke	DET
situasie	NOUN
is	AUX
daar	ADV
'n	DET
keuse	NOUN
.	PUNCT

Ek	PRON
erken	VERB
my	DET
nietigheid	NOUN
en	CCONJ
afhanklikheid	NOUN
.	PUNCT

Ook	ADV
in	ADP
Mattheus	PROPN
en	CCONJ
talle	DET
